ID,Tau,City,Town,Village,Q01,Q02,Q03,Q04,Q05,Q06,Q07,A1,A1A,A1B,A1C,A2,A3,A4,A4A,B1,B1A_1,B1A_2,B1A_3,B1A_4,B1A_5,B1A_6,B1A_7,B1A_8,B2,B3,B3A,B3B_1,B3B_2,B3B_3,B3B_4,B3B_5,B3B_6,B3B_7,B3B_8,B3B_9,B3B_10,B3B_11,B4,B5,B5A,B5B,B6_1,B6_2,B6_3,B6_4,B6_5,B6_6,B6_7,B6_8,B6_9,B6_10,B6_11,B6_12,B6_13,B6_14,B7,C1,C2,C3,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,F1,F2,F3,F4,F5,G1,G2,G3,H1,H1A,H1B,H1C,H1D,H1E,H2,H2A,H2B,H3,H4,H5,H5A,H6,H7,H8,H8A,H9,H9A,J1,J2,J3,J3A,J4,J4A,J5A,J5B,J6A,J6B,J6C,J6D,K1,K1A,K1B,K1C,K1D,K2,K2A,K2B,K2C,K2D,K3,K3A,K3B,K3C,K3D,K4,K4A,K4B,K4C,K4D,K5,K6,K7,K7A,K7B,K7C,K7D,M1,M2,M3,M4,M4A,M5,M5A,M6,M7,N1,N1A,N1B,N1C,N2,N2A,P1,P1A,P2,P2A,P3,P3A,Q1,Q1A,Q1B,Q1C,Q1D,Q2,Q3,R1,R2,S1,S2,S3,S4,S5,S5A,S5B,S5C,S5D,S6,S6A,S6B,S6BB,S7,S7A,S7B,S8,S9,S10,S10A,S10B,S11,S12,S12A,S13,S13A,S14,S15,S16,S17,Q166,Q167,S18,S19,T1_1,T1_2,T1_3,T1_4,T1_5,T1_6,T1_7,T1_8,T1_9,T2A,T2B,T2C,T2D,T2E,T2EE_1,T2EE_2,T2EE_3,T2EE_4,T2EE_5,T2EE_6,T2EE_7,T2EE_8,T2EE_9,T2EE_10,T2F,T2FF_1,T2FF_2,T2FF_3,T2FF_4,T2FF_5,T2FF_6,T2FF_7,T2FF_8,T2FF_9,T2FF_10,T2G,T2GG_1,T2GG_2,T2GG_3,T2GG_4,T2GG_5,T2GG_6,T2GG_7,T2GG_8,T2GG_9,T2GG_10,T3,T4,T5,T6,T7,T8,T9_1,T9_2,T9_3,T9_4,T9_5,T9A,T10,Q192,Q193,SEX,AGE,EDU,Arear,w
3640304000905,3,64,6403,6403040,59,1,7,13,7,19,33,1,1,7,7,99,4,6,92,4,99,99,99,99,99,99,99,99,1,2,99,10,99,99,99,99,99,99,99,99,99,99,92,4,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,96,3,92,92,3,3,2,3,1,2,2,3,3,3,3,1,3,5,5,1,1,1,98,1,2,302,999,99,999,1,99,2,1,5,2,2,1,91,2,99,1,1,12,998,998,99,999,99,6,5,6,6,5,5,5,10,0,10,5,5,5,5,5,5,6,10,0,10,5,5,0,0,0,0,2,3,8,10,5,7,5,1,2,6,2,2,3,3,2,2,2,1,2,2,0,5,2,1,1,1,2,2,2,2,2,2,3,2,5,1,2,34,2,2,4,2,1,2,2,2,1,4,3,1,34,9999,8,1,2,60,9012,7,2,11,5,0,0,2,1,1,1,20,32,2,4,2,3,99,99,99,99,99,99,99,2,2,1,1,1,410,420,9999,9999,9999,9999,9999,9999,9999,9999,1,1000,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,4,4,3,6,3,2,3,2,99,99,99,35,4,3022,22,2,5,1,5,.813919722257411
3640304003201,3,64,6403,6403040,55,1,7,13,7,16,0,2,1,7,1,3,4,98,99,4,99,99,99,99,99,99,99,99,2,2,99,6,10,99,99,99,99,99,99,99,99,99,8,2,1,98,92,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,92,9,3,97,96,3,1,3,4,96,98,3,3,97,97,98,98,97,1,3,3,1,2,108,999,99,999,2,5,99,2,2,1,1,2,1,1,1,1,2,998,999,998,99,999,99,5,8,3,6,9,9,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,96,96,98,98,98,98,98,2,98,96,97,97,97,97,3,96,1,99,1,2,98,98,2,98,98,98,1,98,3,3,98,98,97,2,96,96,3,19,3,3,4,2,2,2,2,2,1,3,2,1,60,8022,7,1,2,31,9999,8,2,4,0,0,0,2,2,1,1,16,55,1,4,3,6,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,9991,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,4,4,6,3,1,2,99,99,99,99,99,4,3022,22,1,5,1,5,.795268461642666
3640401301703,3,64,6404,6404013,37,3,8,4,1,21,55,5,7,7,7,99,6,6,92,2,3,5,99,99,99,99,99,99,2,2,99,11,99,99,99,99,99,99,99,99,99,99,3,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,3,1,2,2,2,4,2,4,4,3,3,3,96,1,3,5,5,1,1,1,1,1,1,109,999,99,999,1,99,2,1,5,93,99,1,93,2,99,1,1,21,33,409,1,201,1,7,2,5,5,5,3,3,10,0,9,3,5,10,10,5,7,0,10,5,0,5,10,0,5,0,6,2,1,96,96,96,96,96,1,2,6,3,3,3,3,3,3,1,99,2,2,3,5,2,1,1,1,2,2,2,3,2,2,2,2,3,97,3,59,2,2,8,2,2,2,2,2,2,3,3,1,7022,9999,1,1,2,4012,9999,1,2,5,3,0,0,2,1,1,2,22,32,1,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1515,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,6,2,3,4,1,99,99,99,99,99,99,3037,23,1,2,3,5,1.11396346309395
3640401301707,3,64,6404,6404013,27,1,7,27,7,21,30,3,1,1,1,3,7,13,6,3,1,5,99,99,99,99,99,99,2,2,99,5,10,99,99,99,99,99,99,99,99,99,10,4,99,99,2,3,99,99,99,99,99,99,99,99,99,99,99,99,2,4,12,3,3,3,2,3,2,2,3,3,2,2,2,1,2,1,1,1,1,1,98,1,2,108,999,99,999,2,1,99,2,2,1,1,2,1,2,99,2,99,1,25,501,2,992,99,0,10,0,0,10,10,10,10,0,10,0,10,10,10,10,10,10,10,0,10,0,10,10,0,10,0,1,3,10,10,0,10,0,2,2,3,2,3,3,3,1,1,1,99,1,2,10,0,2,1,2,1,1,2,1,3,1,1,1,2,2,1,3,57,3,2,10,2,2,2,2,2,1,2,2,2,2042,9999,1,1,3,7022,9999,1,1,4,2,0,0,2,4,2,1,21,57,2,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,2,6,2,4,3,1,99,99,99,99,99,99,3037,24,2,3,4,5,.945137514552407
3640401301708,3,64,6404,6404013,40,3,7,30,3,18,32,2,1,7,7,99,4,6,1,2,3,5,99,99,99,99,99,99,2,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,12,4,3,2,2,3,2,3,4,3,3,3,2,4,3,4,5,1,98,98,98,1,2,206,999,99,999,2,2,99,2,1,93,99,2,93,2,99,1,2,1,998,107,92,503,92,5,5,5,5,7,5,7,8,1,7,6,10,10,1,7,7,10,8,5,8,5,10,6,2,7,6,1,3,7,10,0,9,3,2,3,6,3,3,3,3,2,2,2,1,1,2,5,5,1,1,2,1,96,98,3,3,2,2,3,2,4,1,2,68,2,2,8,2,2,2,2,2,1,3,2,2,4012,9999,1,1,3,5032,9999,1,6,4,2,1,0,2,3,1,1,19,12,2,1,3,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1330,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,3,3,3,3,2,3,99,99,99,99,10,1,3037,23,2,1,3,5,1.3112883396814
3640401302401,3,64,6404,6404013,52,3,8,3,7,20,24,2,1,7,7,99,4,92,99,4,99,99,99,99,99,99,99,99,2,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,3,97,9,98,2,2,2,98,98,3,3,3,98,3,2,4,3,1,1,96,98,98,98,1,2,108,999,99,999,2,4,99,1,5,91,91,2,91,2,99,2,99,1,992,998,99,999,99,98,98,98,98,98,98,10,98,98,98,98,10,98,98,98,98,10,98,98,98,98,10,98,98,98,98,3,3,98,98,98,98,98,3,3,6,2,98,2,98,4,3,2,2,99,99,98,98,98,98,98,98,98,98,98,98,96,96,3,98,98,95,2,23,2,2,3,2,2,2,2,2,1,3,3,1,60,9092,7,1,2,60,9092,7,2,9,3,0,0,2,98,1,1,21,16,1,2,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,4,5,3,5,2,1,2,99,99,99,99,99,4,3037,24,1,5,1,5,.795268461642666
3640401302404,3,64,6404,6404013,25,2,8,1,5,21,55,1,1,7,1,3,4,1,6,4,99,99,99,99,99,99,99,99,2,2,99,6,7,99,99,99,99,99,99,99,99,99,92,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,92,3,3,2,1,3,2,3,3,3,3,3,2,4,3,1,2,1,1,1,98,1,2,108,999,99,999,2,4,99,1,1,1,1,2,2,2,99,2,99,1,992,501,2,998,99,5,5,4,5,6,6,5,6,4,6,4,8,5,5,7,7,5,5,6,6,5,8,5,5,7,6,3,3,5,6,6,7,4,2,3,3,3,2,2,2,3,3,2,2,99,99,5,5,2,1,1,2,2,2,3,3,3,3,3,2,3,2,3,69,2,2,8,1,1,2,2,1,3,3,3,1,5012,9999,1,1,2,8032,9999,1,2,4,2,0,8,2,7,2,1,22,20,1,1,10,99,99,99,99,99,99,99,99,2,2,2,1,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,3,3,6,4,3,2,1,99,99,99,99,99,99,3037,24,1,1,3,5,1.28123969987618
3640401302406,3,64,6404,6404013,35,3,8,4,1,19,5,2,1,7,1,2,5,1,7,2,2,3,99,99,99,99,99,99,2,2,99,8,99,99,99,99,99,99,99,99,99,99,8,95,99,99,2,3,99,99,99,99,99,99,99,99,99,99,99,99,2,3,12,3,3,2,3,3,2,3,2,2,2,2,2,1,3,3,5,2,1,1,2,1,2,108,999,99,999,2,2,99,2,2,1,1,2,1,1,1,1,2,1,25,101,2,302,2,5,6,5,0,6,9,7,7,5,7,3,10,6,5,6,5,8,6,5,6,4,7,6,5,6,4,1,3,7,7,4,6,4,2,2,5,3,3,2,2,3,3,1,99,1,2,7,4,2,1,2,2,1,2,3,2,1,3,3,2,3,2,3,46,3,2,8,1,1,1,2,2,2,3,2,1,31,9999,8,1,3,60,6012,7,1,4,0,1,0,2,3,1,1,19,40,2,1,5,6,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,2,5,2,4,3,1,99,99,99,99,99,99,3037,24,2,4,3,5,.902939303019846
3640402600208,3,64,6404,6404026,27,1,7,20,7,14,50,1,1,2,1,8,5,7,13,3,1,5,99,99,99,99,99,99,1,2,99,2,10,99,99,99,99,99,99,99,99,99,92,4,99,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,1,4,9,3,3,3,2,3,1,2,2,3,1,3,2,2,2,3,3,1,1,1,1,1,2,302,999,99,999,2,4,99,1,2,1,1,2,1,1,1,1,2,1,6,202,2,302,2,3,8,2,5,9,9,7,8,8,8,0,5,7,7,8,6,10,8,3,8,5,4,9,9,10,4,1,3,5,10,0,10,0,2,3,3,4,4,3,3,3,3,2,1,1,2,8,7,2,1,1,1,1,2,1,3,1,1,3,1,2,2,2,66,2,3,10,2,2,2,2,2,1,2,2,1,3042,9999,1,1,2,5012,9999,1,1,5,2,10,0,1,7,2,2,15,17,2,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,310,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,2,3,3,3,3,3,99,99,99,99,7,4,3025,24,2,2,4,5,1.01523318739083
3640402601401,3,64,6404,6404026,53,2,7,24,4,15,17,2,2,7,2,1,8,1,2,1,3,5,99,99,99,99,99,99,1,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,1,3,99,99,99,99,99,99,99,99,99,99,99,99,1,4,92,3,2,3,3,3,3,1,2,2,1,3,2,1,3,5,5,1,98,1,98,2,99,999,999,92,999,99,99,99,93,3,93,99,2,91,2,99,1,2,1,9,998,99,999,99,0,0,0,0,0,0,5,5,2,5,5,8,5,5,5,5,10,10,10,10,10,10,7,7,7,7,1,3,98,98,98,98,98,2,2,6,2,3,3,2,3,4,2,1,1,2,0,0,3,3,4,1,1,2,2,3,2,3,2,1,3,2,4,16,3,3,6,2,2,2,2,2,2,1,99,90,60,10,7,1,2,31,9999,8,1,6,4,0,0,2,95,4,95,16,10,1,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1070,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,3,3,5,3,2,2,2,99,99,99,99,99,4,3025,24,1,5,2,5,.961420242463142
3640602000101,3,64,6406,6406020,120,1,7,17,4,11,10,4,7,7,4,2,7,5,7,2,1,3,99,99,99,99,99,99,1,2,99,1,10,99,99,99,99,99,99,99,99,99,92,4,99,99,1,2,99,99,99,99,99,99,99,99,99,99,99,99,1,3,92,1,2,2,4,3,2,2,96,3,96,2,2,1,3,5,5,1,1,1,98,1,2,204,999,99,999,2,8,99,2,1,1,1,1,1,2,99,2,99,33,16,505,92,302,92,96,96,3,3,5,6,5,5,5,5,5,5,5,5,5,5,8,10,1,10,2,10,5,5,5,5,97,3,5,10,0,10,0,98,3,6,3,3,3,3,3,3,1,99,1,2,98,98,1,1,2,2,1,1,1,3,1,1,3,2,3,2,3,15,3,3,6,2,2,2,2,2,3,4,2,1,60,10,7,3,90,9991,9995,91,2,4,0,0,0,2,1,1,1,13,10,1,4,10,99,99,99,99,99,99,99,99,2,2,2,2,1,1010,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,4,1,4,4,1,99,99,99,99,99,99,3022,22,1,5,2,5,.961420242463142
3640602000702,3,64,6406,6406020,80,1,7,19,6,20,30,3,7,7,2,1,8,7,1,2,1,5,99,99,99,99,99,99,1,1,1,5,7,10,11,99,99,99,99,99,99,99,92,2,1,1,1,3,99,99,99,99,99,99,99,99,99,99,99,99,1,4,12,10,1,1,1,3,1,3,3,3,2,2,2,1,3,5,5,1,1,1,2,1,2,302,999,99,999,1,99,2,2,5,93,99,2,1,2,99,1,2,1,32,501,92,603,92,7,5,5,7,8,7,5,8,5,8,5,5,6,5,6,5,0,5,5,5,5,10,98,98,6,4,96,3,7,10,0,10,0,1,3,6,3,3,3,3,1,2,2,1,1,3,98,98,2,1,4,4,2,2,3,2,3,3,3,2,3,2,2,40,2,2,10,1,1,2,2,1,3,3,2,1,1022,9999,3,5,99,9999,9999,99,6,2,0,5,3,1,7,1,2,21,50,2,1,3,5,6,99,99,99,99,99,99,2,1,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,3,3,4,3,1,99,99,99,99,99,99,3022,22,2,4,4,5,.804054717854307
3640801800403,3,64,6408,6408018,30,1,7,26,6,11,30,7,7,7,7,99,92,92,99,4,99,99,99,99,99,99,99,99,97,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,98,98,97,97,97,97,97,98,98,3,98,3,98,97,97,98,98,97,1,1,2,1,95,999,999,99,999,91,99,99,91,91,91,91,98,91,2,99,2,99,992,999,998,99,999,99,97,97,97,97,97,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,96,98,98,98,98,97,98,98,98,98,98,98,98,97,97,97,97,97,97,97,97,2,2,99,99,98,98,98,98,98,98,98,98,97,97,97,98,97,97,98,97,97,53,2,2,8,2,2,2,2,2,1,98,1,2,40,9999,5,6,99,9999,9999,99,6,3,0,0,0,2,98,4,95,12,0,1,4,10,99,99,99,99,99,99,99,99,1,1,2,1,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,4,6,6,5,2,1,1,99,99,99,99,99,99,3019,23,1,3,3,5,1.03705106559475
3640801801202,3,64,6408,6408018,30,1,7,27,7,11,23,4,7,96,96,3,8,92,99,4,99,99,99,99,99,99,99,99,3,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,96,98,98,98,3,98,98,98,98,98,98,98,98,98,98,98,98,95,95,98,3,3,3,95,99,999,999,95,999,99,99,99,95,95,95,95,95,95,95,99,95,99,995,999,995,99,999,99,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,99,99,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,39,2,2,95,95,95,95,95,95,1,95,1,2,9995,9999,95,1,95,9995,9999,95,6,95,99,95,95,95,95,4,95,11,53,1,4,10,99,99,99,99,99,99,99,99,1,1,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,5,5,5,2,1,1,99,99,99,99,99,99,3019,23,1,4,9,5,.834434937564547
3640803100107,3,64,6408,6408031,30,3,7,26,6,16,30,1,96,96,6,2,9,6,7,3,3,99,99,99,99,99,99,99,2,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,97,96,98,98,96,1,1,4,1,3,2,3,3,3,3,2,96,3,3,1,3,98,98,2,99,999,999,1,5,99,99,99,1,5,91,91,1,91,2,99,2,99,998,999,998,99,999,99,7,5,7,7,5,4,5,10,5,10,5,5,5,5,9,9,5,98,98,98,98,5,98,98,98,98,96,96,98,98,98,98,98,1,3,5,2,3,2,3,4,4,2,1,2,2,4,6,4,1,1,98,96,96,98,98,3,3,98,98,3,2,4,65,1,1,7,2,1,2,2,2,3,1,99,1,5012,9999,1,5,99,9999,9999,99,1,95,99,2,0,2,5,4,2,17,0,2,1,1,5,7,6,8,99,99,99,99,1,1,2,1,1,270,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,4,5,5,4,2,1,99,99,99,99,99,99,3013,23,2,2,3,5,1.14008900920521
3640803100603,3,64,6408,6408031,28,1,7,12,6,13,40,2,2,1,3,3,4,92,99,3,3,99,99,99,99,99,99,99,3,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,1,3,6,4,3,3,2,4,3,2,3,3,1,2,2,2,3,4,4,1,1,1,2,1,1,402,999,99,999,1,99,2,1,5,2,2,1,2,1,2,2,99,4,1,501,2,503,2,4,8,5,9,7,8,3,10,1,7,4,5,8,4,6,1,10,7,4,9,6,6,4,7,5,3,1,1,3,8,2,7,5,1,3,4,1,3,3,3,3,3,1,99,2,1,6,9,2,1,1,2,2,2,3,2,1,1,3,2,2,2,3,69,2,2,12,2,2,2,2,2,4,3,2,1,3011,9999,1,6,99,9999,9999,99,6,4,0,1,4,1,9,2,2,14,8,1,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,2,3,3,4,3,1,99,99,99,99,99,99,3013,4,1,1,5,5,1.04555460614773
3640803100704,3,64,6408,6408031,45,2,7,12,6,14,23,7,7,7,96,6,92,92,99,4,99,99,99,99,99,99,99,99,3,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,2,3,92,10,98,3,2,96,98,2,3,3,96,2,96,96,3,5,5,1,1,3,1,95,99,999,999,92,999,99,99,99,95,95,95,95,2,95,2,99,2,99,992,999,992,99,999,99,97,97,97,97,97,97,5,98,98,98,98,5,98,98,98,98,5,98,98,98,98,5,98,98,98,98,3,3,5,98,98,98,98,1,3,5,2,96,96,96,3,3,2,2,99,99,98,98,98,98,3,4,96,96,3,3,3,3,3,2,3,96,2,31,95,95,10,2,2,2,2,2,95,4,2,1,60,2031,7,1,2,60,2031,7,6,4,0,0,0,2,95,1,95,15,8,2,1,1,5,6,99,99,99,99,99,99,2,2,1,1,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,3,3,5,4,2,2,1,99,99,99,99,99,99,3013,4,2,5,4,5,.764896261621157
3640804400206,3,64,6408,6408044,34,2,7,30,3,16,20,96,6,7,6,4,2,92,99,4,99,99,99,99,99,99,99,99,96,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,96,3,92,92,96,96,96,3,2,3,96,3,2,2,2,1,96,3,3,96,3,1,98,1,95,999,999,99,999,91,99,99,91,91,91,91,2,91,2,99,2,99,1,998,501,98,998,99,5,5,97,97,97,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,96,96,96,96,96,96,96,1,3,96,98,98,98,98,2,98,2,2,99,99,5,5,98,98,3,3,2,2,98,97,98,98,98,2,97,98,98,46,2,2,6,2,2,2,2,2,3,4,3,1,31,9999,8,1,2,2092,9999,1,2,4,1,95,95,2,96,4,95,16,54,2,1,2,5,3,7,9,99,99,99,99,2,2,2,1,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,4,4,3,4,2,2,1,99,99,99,99,99,99,3041,23,2,4,2,5,1.03434195373328
3640804400504,3,64,6408,6408044,40,3,7,25,5,14,20,1,7,7,6,4,92,92,99,3,1,99,99,99,99,99,99,99,3,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,92,99,99,99,99,99,99,99,99,99,99,99,99,99,97,98,98,98,98,98,98,98,98,98,98,3,98,2,2,98,98,98,98,98,3,98,98,1,1,995,999,99,999,1,99,2,1,5,2,6,98,2,1,2,1,1,998,999,998,99,999,99,10,2,10,10,2,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2,2,98,98,98,98,98,1,2,98,98,98,98,98,2,98,1,99,2,98,2,8,2,1,1,2,2,1,98,98,98,98,98,98,4,98,98,70,2,2,8,2,2,2,2,2,2,3,3,1,8042,9999,1,6,99,9999,9999,99,2,3,0,0,0,2,96,4,1,15,0,1,4,1,3,5,99,99,99,99,99,99,2,2,2,1,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,4,5,3,4,2,2,1,99,99,99,99,99,99,3041,23,1,1,3,5,1.28123969987618
3640804400603,3,64,6408,6408044,34,3,7,29,2,13,0,1,6,6,1,1,5,7,1,3,1,99,99,99,99,99,99,99,2,2,99,92,99,99,99,99,99,99,99,99,99,99,99,4,99,99,1,3,99,99,99,99,99,99,99,99,99,99,99,99,2,3,92,92,3,3,3,3,2,2,2,3,3,2,2,1,2,4,4,96,1,1,1,1,2,203,999,99,999,2,95,99,2,2,1,4,2,1,96,99,96,99,1,9,998,99,999,99,4,8,4,4,8,8,5,6,4,6,4,5,5,5,5,5,6,98,98,98,98,5,98,98,98,98,96,96,98,98,98,98,98,1,3,5,96,96,96,96,2,2,2,1,1,2,6,4,1,1,3,3,96,96,98,97,98,96,98,2,2,96,2,58,2,2,12,2,98,2,2,2,3,3,2,1,3091,9999,1,6,99,9999,9999,99,1,4,1,95,95,2,96,2,1,13,34,1,1,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,3,3,3,3,8,99,99,99,99,99,5,3041,23,1,2,5,5,.909048970329842
3640903000404,3,64,6409,6409030,30,3,7,24,4,19,30,1,7,7,6,3,6,6,9,3,5,99,99,99,99,99,99,99,1,2,99,2,6,99,99,99,99,99,99,99,99,99,92,4,99,99,1,3,12,14,99,99,99,99,99,99,99,99,99,99,1,3,6,13,1,1,3,3,1,2,2,3,3,2,2,1,2,4,4,1,1,1,1,1,1,107,999,99,999,1,99,92,93,93,2,2,1,2,1,2,2,99,1,7,114,1,508,1,8,3,6,8,3,1,2,10,5,8,4,6,8,7,8,7,8,6,7,7,7,9,5,6,4,4,2,3,6,2,6,2,6,1,3,4,1,2,3,3,3,3,1,99,2,3,3,8,2,1,1,2,2,2,2,2,1,1,1,3,2,2,2,66,2,2,10,2,1,2,2,2,3,2,3,1,2011,9999,1,6,99,9999,9999,99,2,3,0,1,0,2,1,2,95,20,0,1,4,10,99,99,99,99,99,99,99,99,2,2,2,2,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1070,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,3,4,3,4,3,1,99,99,99,99,99,99,3009,21,1,2,4,5,.991968756950132
